state,average_listing_price,density
IA,126503.16666666667,57
IA,137800.85,57
IA,258530.41666666666,57
IA,144479.33333333334,57
IA,182637.8125,57
IA,134950.08333333334,57
IA,188046.97222222222,57
IA,182026.75,57
IA,155875.75,57
IA,211818.9,57
IA,225401.08333333334,57
IA,212943.48333333334,57
IA,152299.23333333334,57
IA,167174.5,57
IA,147966.22916666666,57
IA,175301.375,57
IA,274395.7708333333,57
IA,294512.7916666667,57
IA,204787.97222222222,57
IA,249825.5,57
IA,193075.27777777778,57
IA,224858.47222222222,57
IA,162122.66666666666,57
IA,233833.08333333334,57
IA,322243.5833333333,57
IA,180816.58333333334,57
IA,180984.75,57
IA,218692.66666666666,57
IA,289440.0,57
IA,133912.91666666666,57
IA,124621.41666666667,57
IA,164650.58333333334,57
IA,234408.91666666666,57
IA,126865.08333333333,57
IA,393416.5,57
IA,163485.66666666666,57
IA,207575.875,57
IA,261874.58333333334,57
IA,368285.3333333333,57
IA,417729.4166666667,57
IA,319646.25,57
IA,221978.25,57
IA,364981.5833333333,57
IA,291164.25,57
IA,286965.25,57
IA,334756.5833333333,57
ID,977936.8571428572,22
ID,520128.9,22
ID,653098.9666666667,22
ID,718879.3333333334,22
ID,652929.4166666666,22
ID,677309.1666666666,22
ID,643408.0833333334,22
ID,1134886.1041666667,22
ID,1161915.75,22
ID,646863.8333333334,22
ID,410810.6666666667,22
ID,1394222.8333333333,22
ID,1541949.0833333333,22
ID,546462.1666666666,22
ID,668869.8333333334,22
ID,824988.1666666666,22
ID,457892.1666666667,22
ID,484494.1666666667,22
ID,468171.9166666667,22
ID,500914.0833333333,22
ID,495341.0833333333,22
ID,482446.75,22
ID,603447.8333333334,22
ID,1507775.0833333333,22
ID,535376.4166666666,22
ID,724794.5,22
IL,193831.16666666666,230
IL,125897.75,230
IL,119709.91666666667,230
IL,149041.20833333334,230
IL,178755.11111111112,230
IL,61287.166666666664,230
IL,132022.20833333334,230
IL,133226.75,230
IL,151955.97222222222,230
IL,77870.08333333333,230
IL,127606.375,230
IL,129944.5,230
IL,163406.91666666666,230
IL,153943.22222222222,230
IL,113860.58333333333,230
IL,123459.58333333333,230
IL,216308.125,230
IL,470383.5,230
IL,173946.66666666666,230
IL,170565.36111111112,230
IL,152136.16666666666,230
IL,149162.83333333334,230
IL,214035.33333333334,230
IL,142040.83333333334,230
IL,133868.0,230
IL,112987.08333333333,230
IL,86360.66666666667,230
IL,159439.70833333334,230
IL,126368.08333333333,230
IL,131648.83333333334,230
IL,131031.25,230
IL,186690.25,230
IL,124185.58333333333,230
IL,125202.41666666667,230
IL,195122.5,230
IL,210990.66666666666,230
IL,231257.16666666666,230
IL,146230.0,230
IL,249747.125,230
IL,183054.66666666666,230
IL,183336.58333333334,230
IL,176726.25,230
IL,139729.08333333334,230
IL,127057.16666666667,230
IL,232697.125,230
IL,108868.95833333333,230
IL,212111.08333333334,230
IL,372695.0833333333,230
IL,219380.91666666666,230
IL,220966.25,230
IL,234373.04166666666,230
IL,159180.83333333334,230
IL,322964.9166666667,230
IL,177514.25,230
IL,262709.5,230
IL,187286.25,230
IL,187361.0,230
IL,148189.5,230
IL,201587.66666666666,230
IL,203991.25,230
IL,388531.25,230
IL,374858.5833333333,230
IL,192078.41666666666,230
IL,399337.8333333333,230
IL,448550.0,230
IL,691508.9166666666,230
IL,636542.4166666666,230
IL,513111.5,230
IN,157122.75,189
IN,232742.0,189
IN,373519.0,189
IN,202319.5,189
IN,220633.54166666666,189
IN,172175.29166666666,189
IN,191830.75,189
IN,257392.83333333334,189
IN,240225.83333333334,189
IN,137933.58333333334,189
IN,457808.5,189
IN,383558.8333333333,189
IN,184410.75,189
IN,139591.25,189
IN,185121.69444444444,189
IN,286255.375,189
IN,223256.41666666666,189
IN,245765.33333333334,189
IN,334140.4166666667,189
IN,131542.91666666666,189
IN,200504.0,189
IN,336119.0,189
IN,183737.41666666666,189
IN,222681.25,189
IN,157923.75,189
IN,269697.9166666667,189
IN,156975.16666666666,189
IN,259565.91666666666,189
IN,237544.11111111112,189
IN,294664.2916666667,189
IN,221981.75,189
IN,230001.5,189
IN,203595.88888888888,189
IN,278138.8333333333,189
IN,165988.33333333334,189
IN,259602.66666666666,189
IN,354587.5,189
IN,285820.5,189
IN,741619.75,189
IN,230347.08333333334,189
IN,301676.4166666667,189
IN,142074.66666666666,189
IN,278881.5833333333,189
IN,510859.1666666667,189
IN,336418.0,189
IN,337953.1666666667,189
IN,207249.5,189
IN,208251.58333333334,189
IN,465550.6666666667,189
IN,116450.58333333333,189
IN,151531.16666666666,189
IN,333186.0833333333,189
IN,671078.1666666666,189
IN,335598.75,189
IN,403230.1666666667,189
IN,347276.0833333333,189
IN,419971.5,189
IN,180850.66666666666,189
IN,161072.79166666666,189
IN,173349.25,189
IN,303880.5,189
IN,446518.1666666667,189
IN,322003.25,189
IN,463471.8333333333,189
IN,374466.5833333333,189
IN,299308.9166666667,189
IN,414790.6666666667,189
IN,304115.9166666667,189
IN,293154.1666666667,189
IN,319836.25,189
IN,216388.83333333334,189
IN,524079.6666666667,189
IN,314521.25,189
IN,304977.0,189
KS,137863.33333333334,35
KS,138768.3537414966,35
KS,185512.85496183205,35
KS,151517.11666666667,35
KS,215365.69444444444,35
KS,185296.58333333334,35
KS,176298.12676056338,35
KS,178819.25,35
KS,138986.66666666666,35
KS,138199.875,35
KS,175905.54166666666,35
KS,128318.33333333333,35
KS,128755.75,35
KS,199058.75,35
KS,170222.66666666666,35
KS,111869.33333333333,35
KS,204436.33333333334,35
KS,142152.75,35
KS,197317.375,35
KS,176771.66666666666,35
KS,135305.5,35
KS,160989.33333333334,35
KS,281488.5,35
KS,235247.58333333334,35
KS,176631.25,35
KS,201094.04166666666,35
KS,216072.75,35
KS,215868.45833333334,35
KS,175280.54166666666,35
KS,260638.5,35
KS,330686.5833333333,35
KS,103376.58333333333,35
KS,182151.83333333334,35
KS,575460.3333333334,35
KS,178249.08333333334,35
KS,153096.58333333334,35
KS,226464.16666666666,35
KS,147613.33333333334,35
KS,293549.5833333333,35
KS,350570.5,35
KS,372828.0833333333,35
KS,218227.16666666666,35
KS,298128.3333333333,35
KS,226994.08333333334,35
KS,611292.8333333334,35
KY,189689.33333333334,114
KY,350439.3333333333,114
KY,241971.5,114
KY,211333.42857142858,114
KY,187307.25,114
KY,129382.58333333333,114
KY,122197.33333333333,114
KY,267782.375,114
KY,430488.5,114
KY,255349.91666666666,114
KY,153584.08333333334,114
KY,203021.9375,114
KY,311007.2083333333,114
KY,215348.75,114
KY,223332.08333333334,114
KY,232685.0625,114
KY,194305.375,114
KY,241425.0,114
KY,200293.60416666666,114
KY,293522.09722222225,114
KY,248694.41666666666,114
KY,296173.4166666667,114
KY,359407.0833333333,114
KY,450280.19444444444,114
KY,237368.58333333334,114
KY,170740.04166666666,114
KY,196457.91666666666,114
KY,248033.5,114
KY,249933.41666666666,114
KY,425209.75,114
KY,210382.25,114
KY,231604.83333333334,114
KY,173400.95833333334,114
KY,300861.0,114
KY,353930.5833333333,114
KY,134191.66666666666,114
KY,216061.91666666666,114
KY,190894.41666666666,114
KY,144955.0,114
KY,539871.4166666666,114
KY,271015.0833333333,114
KY,291919.3333333333,114
KY,223174.58333333334,114
KY,279819.75,114
KY,206654.58333333334,114
KY,233997.5,114
KY,235400.125,114
KY,240994.91666666666,114
KY,523152.3333333333,114
KY,183454.16666666666,114
KY,195960.75,114
KY,243675.36111111112,114
KY,392269.25,114
KY,277703.9166666667,114
KY,346125.875,114
KY,196421.25,114
KY,216182.83333333334,114
KY,356780.875,114
KY,390816.8333333333,114
KY,353736.6666666667,114
KY,348138.9166666667,114
KY,575142.5833333334,114
KY,393553.875,114
KY,286044.9166666667,114
KY,289194.25,114
KY,338788.6666666667,114
KY,303322.5833333333,114
KY,331428.8333333333,114
KY,369837.3333333333,114
KY,272693.3333333333,114
KY,317731.3333333333,114
KY,287625.8333333333,114
KY,329653.25,114
KY,237730.08333333334,114
KY,624608.5,114
KY,558284.6666666666,114
KY,431262.4166666667,114
KY,437121.3333333333,114
KY,458147.3333333333,114
KY,512694.0833333333,114
KY,378333.4166666667,114
LA,372508.4166666667,107
LA,271684.8333333333,107
LA,244218.16666666666,107
LA,220576.25,107
LA,146214.20833333334,107
LA,252859.83333333334,107
LA,228834.125,107
LA,202520.91666666666,107
LA,245124.41666666666,107
LA,281207.5,107
LA,323526.9166666667,107
LA,232104.63888888888,107
LA,172376.0,107
LA,208765.33333333334,107
LA,399121.7916666667,107
LA,216714.875,107
LA,168520.5,107
LA,195126.33333333334,107
LA,305170.6666666667,107
LA,213419.91666666666,107
LA,490247.2916666667,107
LA,394456.9166666667,107
LA,172295.08333333334,107
LA,216053.75,107
LA,190386.58333333334,107
LA,228624.70833333334,107
LA,255508.25,107
LA,281026.3333333333,107
LA,187926.0,107
LA,207634.08333333334,107
LA,328920.75,107
LA,292027.0833333333,107
LA,264756.0833333333,107
LA,244661.83333333334,107
LA,288518.8333333333,107
LA,273604.6666666667,107
LA,257102.25,107
LA,320844.0,107
LA,289542.25,107
LA,377357.4166666667,107
LA,311283.5,107
LA,213475.58333333334,107
LA,286927.0833333333,107
LA,338240.6666666667,107
LA,302274.25,107
LA,241387.16666666666,107
LA,517791.0,107
LA,384403.5,107
LA,454614.1666666667,107
LA,465520.0,107
LA,442174.1666666667,107
LA,538134.6666666666,107
MA,436045.3333333333,901
MA,975292.75,901
MA,3953889.6666666665,901
MA,535507.9166666666,901
MA,4718867.083333333,901
MA,496015.6666666667,901
MA,1476872.25,901
MA,373775.1666666667,901
MA,750607.9166666666,901
MA,663188.9166666666,901
MA,937734.8333333334,901
MA,1083184.0,901
MA,1078144.1666666667,901
MA,1582754.9166666667,901
MD,734796.5,636
MD,493390.9166666667,636
MD,740546.3333333334,636
MD,272788.8333333333,636
MD,311366.25,636
MD,596766.0,636
MD,620565.8333333334,636
MD,1423941.3333333333,636
MD,224041.0,636
MD,297828.3333333333,636
MD,429692.3333333333,636
MD,439111.3333333333,636
MD,320323.5833333333,636
MD,451418.4166666667,636
MD,449453.0833333333,636
MD,514339.8333333333,636
MD,472006.9166666667,636
MD,405834.25,636
MD,708483.3333333334,636
MD,671820.5833333334,636
MD,463496.5833333333,636
MD,411581.4166666667,636
MD,767252.3333333334,636
MD,269124.75,636
ME,319464.8333333333,44
ME,186923.75,44
ME,264426.625,44
ME,434036.1666666667,44
ME,432639.4166666667,44
ME,831158.0,44
ME,264726.6666666667,44
ME,572549.25,44
ME,620247.5833333334,44
ME,853092.6666666666,44
ME,376037.5833333333,44
ME,553265.5,44
ME,689940.1666666666,44
ME,314567.1666666667,44
ME,648391.75,44
MI,487431.9166666667,178
MI,212135.83333333334,178
MI,173477.58333333334,178
MI,238599.16666666666,178
MI,304705.02777777775,178
MI,505489.8333333333,178
MI,444380.9166666667,178
MI,176616.25,178
MI,236847.41666666666,178
MI,210563.41666666666,178
MI,284473.0833333333,178
MI,505098.6666666667,178
MI,252007.75,178
MI,256713.29166666666,178
MI,291321.6666666667,178
MI,254523.66666666666,178
MI,410220.75,178
MI,341528.75,178
MI,453014.8333333333,178
MI,325587.2916666667,178
MI,260007.95833333334,178
MI,207967.66666666666,178
MI,209852.75,178
MI,289845.9166666667,178
MI,233533.79166666666,178
MI,409281.3333333333,178
MI,391399.0,178
MI,560160.1666666666,178
MI,226987.70833333334,178
MI,419515.3333333333,178
MI,174864.0,178
MI,658002.0833333334,178
MI,367972.5833333333,178
MI,219657.16666666666,178
MI,296838.3333333333,178
MI,558349.1666666666,178
MI,1134384.0,178
MI,199517.91666666666,178
MI,256696.33333333334,178
MI,861979.6666666666,178
MI,191224.5,178
MI,225183.16666666666,178
MI,296041.5,178
MI,259386.08333333334,178
MI,419443.1666666667,178
MI,287158.2916666667,178
MI,225800.0,178
MI,338057.75,178
MI,528834.6666666666,178
MI,220015.16666666666,178
MI,268004.25,178
MI,395375.6666666667,178
MI,312812.0,178
MI,612457.6666666666,178
MI,304833.4166666667,178
MI,233153.0,178
MI,253616.08333333334,178
MI,705465.0833333334,178
MI,328515.1666666667,178
MI,226789.75,178
MI,194085.16666666666,178
MI,202671.08333333334,178
MI,689423.5833333334,178
MI,281868.5833333333,178
MI,462072.8333333333,178
MI,280191.8333333333,178
MI,356853.5,178
MI,233179.41666666666,178
MI,570244.25,178
MI,535001.8333333334,178
MI,279391.8333333333,178
MI,399108.6666666667,178
MI,585434.4166666666,178
MI,308385.0833333333,178
MI,260248.25,178
MN,375325.0,71
MN,285502.75,71
MN,163408.69444444444,71
MN,103149.91666666667,71
MN,230056.66666666666,71
MN,207288.80555555556,71
MN,194142.83333333334,71
MN,208346.79166666666,71
MN,146844.83333333334,71
MN,115418.83333333333,71
MN,291783.94444444444,71
MN,237966.5,71
MN,325166.7083333333,71
MN,176913.58333333334,71
MN,248400.29166666666,71
MN,156152.08333333334,71
MN,229652.47222222222,71
MN,205101.66666666666,71
MN,205631.83333333334,71
MN,407737.25,71
MN,315691.1666666667,71
MN,207138.45833333334,71
MN,347395.6388888889,71
MN,187406.66666666666,71
MN,323649.6666666667,71
MN,218076.25,71
MN,338467.4166666667,71
MN,310265.25,71
MN,170891.33333333334,71
MN,445018.5833333333,71
MN,339816.8333333333,71
MN,258817.375,71
MN,195260.91666666666,71
MN,245515.91666666666,71
MN,393146.4166666667,71
MN,286073.5833333333,71
MN,364181.75,71
MN,189205.91666666666,71
MN,377232.8333333333,71
MN,324474.5416666667,71
MN,312741.5,71
MN,496483.6666666667,71
MN,292979.9166666667,71
MN,336163.75,71
MN,259171.08333333334,71
MN,253068.66666666666,71
MN,385213.0,71
MN,319222.5833333333,71
MN,353389.0,71
MN,336177.3333333333,71
MN,388252.5833333333,71
MN,407731.75,71
MN,425373.25,71
MN,380291.0833333333,71
MN,451293.1666666667,71
MN,513164.9166666667,71
MN,513446.75,71
MN,531599.3333333334,71
MN,431920.1666666667,71
MN,389993.6666666667,71
MN,570044.5,71
MN,369707.75,71
MO,211819.26666666666,89
MO,191952.25,89
MO,274800.5833333333,89
MO,220005.375,89
MO,133168.25,89
MO,210158.89361702127,89
MO,316149.94444444444,89
MO,272068.5,89
MO,266966.5,89
MO,186723.0,89
MO,165637.33333333334,89
MO,196778.63333333333,89
MO,262643.6388888889,89
MO,241929.47222222222,89
MO,194356.875,89
MO,166961.66666666666,89
MO,159348.70833333334,89
MO,161921.41666666666,89
MO,231212.52777777778,89
MO,229280.58333333334,89
MO,316714.5833333333,89
MO,229952.66666666666,89
MO,160700.625,89
MO,224293.25,89
MO,143379.91666666666,89
MO,372880.6666666667,89
MO,158643.75,89
MO,224662.95833333334,89
MO,205856.08333333334,89
MO,227540.16666666666,89
MO,523088.25,89
MO,330775.6666666667,89
MO,376201.6666666667,89
MO,260899.70833333334,89
MO,274760.6666666667,89
MO,329672.9166666667,89
MO,263138.0833333333,89
MO,188628.16666666666,89
MO,183053.125,89
MO,257592.16666666666,89
MO,196832.58333333334,89
MO,258263.41666666666,89
MO,213855.83333333334,89
MO,439508.4583333333,89
MO,404349.4166666667,89
MO,326904.75,89
MO,439867.4166666667,89
MO,154556.75,89
MO,294137.8333333333,89
MO,330687.0833333333,89
MO,199759.41666666666,89
MO,432865.4166666667,89
MO,364142.1666666667,89
MO,247490.41666666666,89
MO,427440.4166666667,89
MO,474608.8333333333,89
MO,278837.5,89
MO,259037.41666666666,89
MO,166112.0,89
MO,500699.1666666667,89
MO,366999.3333333333,89
MO,276764.0833333333,89
MO,355981.5,89
MO,383004.75,89
MO,426592.75,89
MO,348059.75,89
MO,462739.75,89
MO,270333.9166666667,89
MS,75425.0,63
MS,134880.58333333334,63
MS,110359.33333333333,63
MS,328477.75,63
MS,398954.9583333333,63
MS,132907.66666666666,63
MS,426628.4166666667,63
MS,207348.54166666666,63
MS,202949.8125,63
MS,406561.0416666667,63
MS,187026.41666666666,63
MS,184376.33333333334,63
MS,170134.25,63
MS,169045.75,63
MS,362417.0,63
MS,172389.25,63
MS,289129.25,63
MS,146646.08333333334,63
MS,295141.0,63
MS,220464.83333333334,63
MS,212557.94444444444,63
MS,148188.33333333334,63
MS,149648.75,63
MS,313728.0833333333,63
MS,264563.2833333333,63
MS,220003.44444444444,63
MS,239934.94444444444,63
MS,387957.5,63
MS,249755.75,63
MS,273590.9166666667,63
MS,210319.41666666666,63
MS,211948.0,63
MS,167754.41666666666,63
MS,301176.5,63
MS,347434.0,63
MS,302478.75,63
MS,407084.0833333333,63
MS,226274.91666666666,63
MS,239523.0,63
MS,505920.5833333333,63
MS,259783.5,63
MS,335496.8333333333,63
MS,242586.16666666666,63
MS,221257.08333333334,63
MS,303172.0,63
MS,260730.91666666666,63
MS,454596.5,63
MS,674568.5,63
MS,215554.83333333334,63
MS,303850.6666666667,63
MS,293820.6666666667,63
MS,408029.0833333333,63
MS,253010.66666666666,63
MS,332318.4166666667,63
MS,388065.5833333333,63
MT,361774.4,7
MT,466612.8486842105,7
MT,485583.84375,7
MT,413887.4791666667,7
MT,753135.0416666666,7
MT,600041.5333333333,7
MT,1464377.5,7
MT,756561.8333333334,7
MT,419054.5,7
MT,1486594.5,7
MT,932046.8333333334,7
MT,576319.3333333334,7
MT,1525871.4166666667,7
MT,462890.25,7
MT,654707.5,7
NC,537609.0833333334,214
NC,279249.4166666667,214
NC,364885.6666666667,214
NC,199532.66666666666,214
NC,633397.1666666666,214
NC,587556.5833333334,214
NC,212011.33333333334,214
NC,214580.58333333334,214
NC,349790.6666666667,214
NC,549938.3333333334,214
NC,496641.25,214
NC,188836.25,214
NC,582387.125,214
NC,389133.6666666667,214
NC,389424.9166666667,214
NC,545723.4166666666,214
NC,360606.9166666667,214
NC,380438.7083333333,214
NC,266090.4166666667,214
NC,530442.125,214
NC,199837.16666666666,214
NC,420999.5833333333,214
NC,368054.6666666667,214
NC,401269.2916666667,214
NC,526406.1666666666,214
NC,929829.9166666666,214
NC,930502.6666666666,214
NC,179139.91666666666,214
NC,393708.25,214
NC,755785.5833333334,214
NC,823522.75,214
NC,255424.58333333334,214
