state,average_listing_price,density
AR,343647.3,57
AZ,587637.6666666666,62
AZ,657075.5,62
AZ,899840.0,62
AZ,297374.25,62
AZ,580345.9166666666,62
AZ,695058.0833333334,62
AZ,467019.5,62
AZ,396628.9166666667,62
AZ,881942.9166666666,62
AZ,319238.0,62
AZ,687152.3333333334,62
AZ,438229.5,62
AZ,514230.1666666667,62
AZ,833891.0833333334,62
CA,601725.4545454546,253
CA,435170.0,253
CA,750887.5,253
CA,661235.0,253
CA,672912.8275862068,253
CA,590704.3,253
CA,606544.7333333333,253
CA,562099.0833333334,253
CA,610898.0,253
CA,731256.2727272727,253
CA,641747.1666666666,253
CA,619391.4166666666,253
CA,699956.6666666666,253
CA,601235.8333333334,253
CA,595765.3333333334,253
CA,526059.9166666666,253
CA,620766.75,253
CA,465336.0,253
CA,434547.0,253
CA,521355.0833333333,253
CA,662985.6363636364,253
CA,623107.0833333334,253
CA,550163.1666666666,253
CA,752368.5833333334,253
CA,776944.75,253
CA,611758.9166666666,253
CA,659493.8333333334,253
CA,631932.5,253
CA,654696.25,253
CO,366170.8,55
CO,448940.90625,55
CO,438571.2361111111,55
CO,295092.4857142857,55
CO,343464.34285714285,55
CO,638713.5555555555,55
CO,607475.3333333334,55
CO,379274.6388888889,55
CO,1210507.5,55
CO,1111086.4,55
CO,300072.0,55
CO,771048.75,55
CO,577571.1304347826,55
CO,877813.8055555555,55
CO,1031599.75,55
CO,387159.9583333333,55
CO,923389.75,55
CO,632901.0833333334,55
CO,528265.4166666666,55
CO,1247796.0,55
CO,682586.4166666666,55
CO,755186.25,55
CO,650842.3333333334,55
CO,1221008.0,55
CO,540781.6666666666,55
CO,599268.4166666666,55
CO,703690.6666666666,55
CO,673360.4166666666,55
CO,1220394.6666666667,55
CO,552391.4166666666,55
CO,1240170.0,55
CO,974113.5,55
CO,791179.0,55
CO,776721.0,55
CO,863474.75,55
CT,524269.6666666667,744
CT,518350.9166666667,744
CT,624750.0833333334,744
CT,471923.55555555556,744
DC,934055.1666666666,11294
DE,605935.5833333334,508
DE,370734.0,508
DE,393978.5833333333,508
FL,279128.7272727273,401
FL,398081.86363636365,401
FL,427684.0833333333,401
FL,437329.5882352941,401
FL,368498.375,401
FL,505321.7083333333,401
FL,284637.0,401
FL,477207.3333333333,401
FL,475116.6666666667,401
FL,446817.5833333333,401
FL,312966.9166666667,401
FL,318520.8333333333,401
FL,347934.3333333333,401
FL,382325.30555555556,401
FL,438349.25,401
FL,328506.3333333333,401
FL,347365.5833333333,401
FL,400347.3333333333,401
FL,275926.4166666667,401
FL,359548.4166666667,401
FL,342639.25,401
FL,310379.7,401
FL,374543.75,401
FL,754909.875,401
FL,598453.5,401
FL,696153.8333333334,401
FL,553243.8333333334,401
FL,448158.72222222225,401
FL,407212.75,401
FL,485396.6666666667,401
FL,471321.8333333333,401
FL,729650.4,401
FL,401999.3333333333,401
FL,413637.6666666667,401
FL,352309.6666666667,401
FL,452519.0833333333,401
FL,390561.0833333333,401
FL,304940.4166666667,401
FL,723584.3333333334,401
FL,472170.25,401
FL,482628.3333333333,401
FL,671259.75,401
FL,438309.6666666667,401
FL,484752.5833333333,401
FL,368473.8333333333,401
FL,717933.6666666666,401
FL,398263.9166666667,401
FL,596294.3333333334,401
FL,474177.8333333333,401
FL,558056.5,401
FL,709803.7777777778,401
FL,613908.3333333334,401
GA,155257.29411764705,186
GA,298687.0,186
GA,376413.1034482759,186
GA,119563.81818181818,186
GA,282080.5833333333,186
GA,313999.4166666667,186
GA,167063.33333333334,186
GA,306769.39024390245,186
GA,222346.86666666667,186
GA,276819.4,186
GA,220255.41666666666,186
GA,229063.08333333334,186
GA,323551.375,186
GA,179680.97222222222,186
GA,167216.25,186
GA,246033.69444444444,186
GA,193212.41666666666,186
GA,277442.6666666667,186
GA,151193.41666666666,186
GA,268346.8333333333,186
GA,228966.58333333334,186
GA,302433.55555555556,186
GA,198039.63636363635,186
GA,289278.8484848485,186
GA,362284.7916666667,186
GA,221731.88333333333,186
GA,401076.1666666667,186
GA,156453.08333333334,186
GA,277821.4285714286,186
GA,301018.6666666667,186
GA,350786.8461538461,186
GA,298502.75,186
GA,216094.91666666666,186
GA,286171.5833333333,186
GA,208889.75,186
GA,264621.25,186
GA,343082.23076923075,186
GA,223880.0,186
GA,208400.45833333334,186
GA,326209.8333333333,186
GA,195098.58333333334,186
GA,441742.25,186
GA,304415.75,186
GA,329027.0,186
GA,350498.32352941175,186
GA,285153.0625,186
GA,535642.3333333334,186
GA,499164.375,186
GA,276153.25,186
GA,313408.6666666667,186
GA,283792.1666666667,186
GA,457377.0,186
GA,391077.0833333333,186
GA,329152.2380952381,186
GA,305421.25,186
GA,492810.0,186
GA,328964.4166666667,186
GA,474780.8333333333,186
GA,380346.1111111111,186
GA,569117.0,186
GA,285528.8333333333,186
GA,270795.0833333333,186
GA,352214.1666666667,186
GA,330724.1666666667,186
GA,428555.6666666667,186
GA,554744.25,186
GA,382881.25,186
GA,312545.3333333333,186
GA,236841.16666666666,186
GA,385794.1666666667,186
GA,331952.8333333333,186
GA,364196.0,186
GA,242605.66666666666,186
GA,317118.5833333333,186
GA,517869.6666666667,186
GA,412307.4166666667,186
GA,343526.0833333333,186
GA,135427.66666666666,186
GA,462288.3333333333,186
GA,489795.1666666667,186
GA,288286.75,186
GA,350824.4166666667,186
GA,328915.25,186
GA,409272.4166666667,186
GA,288128.0833333333,186
GA,436263.6666666667,186
GA,398243.25,186
GA,369865.75,186
GA,561681.4,186
GA,231895.83333333334,186
GA,515143.5,186
GA,268628.0,186
GA,531769.75,186
GA,379500.5,186
GA,394622.9166666667,186
GA,266441.0833333333,186
GA,432027.6666666667,186
GA,556607.0,186
GA,230859.58333333334,186
GA,517065.6666666667,186
GA,527407.4166666666,186
GA,464741.0,186
HI,1283354.0,226
HI,2273150.75,226
HI,2261603.4166666665,226
HI,1288058.3333333333,226
IA,165573.04166666666,57
IA,126503.16666666667,57
IA,138781.98305084746,57
IA,249646.6,57
IA,144479.33333333334,57
IA,182637.8125,57
IA,134950.08333333334,57
IA,170367.73846153845,57
IA,153091.48484848486,57
IA,155875.75,57
IA,184346.67346938775,57
IA,225401.08333333334,57
IA,196300.18867924527,57
IA,152299.23333333334,57
IA,167174.5,57
IA,147966.22916666666,57
IA,175301.375,57
IA,190453.65217391305,57
IA,227920.8,57
IA,204787.97222222222,57
IA,234565.3,57
IA,193075.27777777778,57
IA,222237.42857142858,57
IA,162122.66666666666,57
IA,233833.08333333334,57
IA,243797.29166666666,57
IA,180816.58333333334,57
IA,180984.75,57
IA,218692.66666666666,57
IA,279416.9,57
IA,133912.91666666666,57
IA,124621.41666666667,57
IA,164650.58333333334,57
IA,234408.91666666666,57
IA,126865.08333333333,57
IA,163485.66666666666,57
IA,207575.875,57
IA,261874.58333333334,57
IA,221978.25,57
IA,285704.4285714286,57
IA,275719.375,57
ID,496769.0,22
ID,586196.65,22
ID,570197.9090909091,22
ID,760297.0,22
ID,609010.2352941176,22
ID,638505.7,22
ID,448814.6875,22
ID,589177.2105263158,22
ID,622844.9411764706,22
ID,463736.8333333333,22
ID,553884.4347826086,22
ID,668869.8333333334,22
ID,722327.1666666666,22
ID,465226.7272727273,22
ID,484494.1666666667,22
ID,474322.7272727273,22
ID,500914.0833333333,22
ID,518398.1,22
ID,489315.63636363635,22
ID,603447.8333333334,22
ID,535376.4166666666,22
ID,724794.5,22
IL,193831.16666666666,230
IL,125897.75,230
IL,119709.91666666667,230
IL,149041.20833333334,230
IL,178755.11111111112,230
IL,62478.72727272727,230
IL,132022.20833333334,230
IL,133226.75,230
IL,151955.97222222222,230
IL,77870.08333333333,230
IL,127606.375,230
IL,129944.5,230
IL,163406.91666666666,230
IL,153943.22222222222,230
IL,113860.58333333333,230
IL,123459.58333333333,230
IL,209997.36363636365,230
IL,173946.66666666666,230
IL,148289.38709677418,230
IL,152136.16666666666,230
IL,149162.83333333334,230
IL,165999.0,230
IL,142040.83333333334,230
IL,133868.0,230
IL,112987.08333333333,230
IL,86360.66666666667,230
IL,151683.06666666668,230
IL,126368.08333333333,230
IL,131648.83333333334,230
IL,131031.25,230
IL,186690.25,230
IL,124185.58333333333,230
IL,125202.41666666667,230
IL,195122.5,230
IL,205120.27272727274,230
IL,231257.16666666666,230
IL,146230.0,230
IL,205611.42857142858,230
IL,183054.66666666666,230
IL,183336.58333333334,230
IL,176726.25,230
IL,139729.08333333334,230
IL,127057.16666666667,230
IL,160832.92307692306,230
IL,108868.95833333333,230
IL,212111.08333333334,230
IL,219380.91666666666,230
IL,220966.25,230
IL,210091.8125,230
IL,159180.83333333334,230
IL,177514.25,230
IL,257517.11111111112,230
IL,187286.25,230
IL,187361.0,230
IL,148189.5,230
IL,201587.66666666666,230
IL,203991.25,230
IL,192078.41666666666,230
IN,157122.75,189
IN,232742.0,189
IN,328860.28571428574,189
IN,202319.5,189
IN,220633.54166666666,189
IN,172175.29166666666,189
IN,191830.75,189
IN,257392.83333333334,189
IN,240225.83333333334,189
IN,137933.58333333334,189
IN,293298.32,189
IN,184410.75,189
IN,139591.25,189
IN,185121.69444444444,189
IN,281382.39130434784,189
IN,223256.41666666666,189
IN,245765.33333333334,189
IN,318863.6,189
IN,131542.91666666666,189
IN,200504.0,189
IN,327692.36363636365,189
IN,183737.41666666666,189
IN,222681.25,189
IN,157923.75,189
IN,269697.9166666667,189
IN,161043.30434782608,189
IN,259565.91666666666,189
IN,237544.11111111112,189
IN,258583.73684210525,189
IN,221981.75,189
IN,230001.5,189
IN,203595.88888888888,189
IN,278138.8333333333,189
IN,165988.33333333334,189
IN,259602.66666666666,189
IN,338816.36363636365,189
IN,285820.5,189
IN,230347.08333333334,189
IN,301676.4166666667,189
IN,142074.66666666666,189
IN,266669.63636363635,189
IN,328522.2727272727,189
IN,318394.1,189
IN,207249.5,189
IN,208251.58333333334,189
IN,391409.0,189
IN,116450.58333333333,189
IN,151531.16666666666,189
IN,333186.0833333333,189
IN,335598.75,189
IN,372280.0,189
IN,347276.0833333333,189
IN,382458.0,189
IN,180850.66666666666,189
IN,161072.79166666666,189
IN,173349.25,189
IN,303880.5,189
IN,322003.25,189
IN,357698.375,189
IN,299308.9166666667,189
IN,385014.25,189
IN,304115.9166666667,189
IN,293154.1666666667,189
IN,319836.25,189
IN,216388.83333333334,189
IN,314521.25,189
IN,304977.0,189
KS,137863.33333333334,35
KS,113734.34586466165,35
KS,152635.34188034188,35
KS,146627.6551724138,35
KS,143142.35849056602,35
KS,150498.85507246378,35
KS,165042.4696969697,35
KS,141826.40384615384,35
KS,138986.66666666666,35
KS,138199.875,35
KS,175905.54166666666,35
KS,128318.33333333333,35
KS,128755.75,35
KS,158168.73913043478,35
KS,142747.0,35
KS,111869.33333333333,35
KS,204436.33333333334,35
KS,142152.75,35
KS,193497.26086956522,35
KS,176771.66666666666,35
KS,135305.5,35
KS,160989.33333333334,35
KS,270808.71428571426,35
KS,194491.64705882352,35
KS,155946.52380952382,35
KS,191457.27272727274,35
KS,216072.75,35
KS,201046.0,35
KS,175280.54166666666,35
KS,252920.1,35
KS,269150.0,35
KS,103376.58333333333,35
KS,182151.83333333334,35
KS,178249.08333333334,35
KS,153096.58333333334,35
KS,220711.0,35
KS,147613.33333333334,35
KS,269090.4,35
KS,218227.16666666666,35
KS,284442.0,35
KS,226994.08333333334,35
KY,189689.33333333334,114
KY,350439.3333333333,114
KY,225787.0909090909,114
KY,171555.66666666666,114
KY,187307.25,114
KY,129382.58333333333,114
KY,122197.33333333333,114
KY,249502.18181818182,114
KY,322412.8333333333,114
KY,255349.91666666666,114
KY,153584.08333333334,114
KY,196429.2888888889,114
KY,271248.2105263158,114
KY,215348.75,114
KY,223332.08333333334,114
KY,232685.0625,114
KY,194305.375,114
KY,241425.0,114
KY,185043.0,114
KY,255705.57894736843,114
KY,248694.41666666666,114
KY,272403.0,114
KY,290487.0,114
KY,275984.2580645161,114
KY,237368.58333333334,114
KY,170740.04166666666,114
KY,196457.91666666666,114
KY,248033.5,114
KY,249933.41666666666,114
KY,338614.8,114
KY,210382.25,114
KY,231604.83333333334,114
KY,173400.95833333334,114
KY,300861.0,114
KY,337178.5,114
KY,134191.66666666666,114
KY,216061.91666666666,114
KY,190894.41666666666,114
KY,144955.0,114
KY,403472.0,114
KY,271015.0833333333,114
KY,291919.3333333333,114
KY,223174.58333333334,114
KY,264729.5,114
KY,206654.58333333334,114
KY,233997.5,114
KY,235400.125,114
KY,209704.36363636365,114
KY,389845.0,114
KY,183454.16666666666,114
KY,195960.75,114
KY,243675.36111111112,114
KY,341111.6,114
KY,277703.9166666667,114
KY,346125.875,114
KY,196421.25,114
KY,216182.83333333334,114
KY,195370.7857142857,114
KY,375551.3333333333,114
KY,343626.0,114
KY,348138.9166666667,114
KY,295313.8333333333,114
KY,286044.9166666667,114
KY,289194.25,114
KY,338788.6666666667,114
KY,303322.5833333333,114
KY,331428.8333333333,114
KY,343458.22222222225,114
KY,272693.3333333333,114
KY,317731.3333333333,114
KY,287625.8333333333,114
KY,329653.25,114
KY,237730.08333333334,114
KY,369658.6666666667,114
KY,376917.0,114
KY,371044.0,114
LA,356338.8888888889,107
LA,271684.8333333333,107
LA,244218.16666666666,107
LA,220576.25,107
LA,148921.13043478262,107
LA,252859.83333333334,107
LA,228834.125,107
LA,202520.91666666666,107
LA,245124.41666666666,107
LA,281207.5,107
LA,323526.9166666667,107
LA,232104.63888888888,107
LA,172376.0,107
LA,208765.33333333334,107
LA,347019.1,107
LA,216714.875,107
LA,168520.5,107
LA,195126.33333333334,107
LA,295926.9090909091,107
LA,213419.91666666666,107
LA,291280.25,107
LA,382766.4285714286,107
LA,172295.08333333334,107
LA,216053.75,107
LA,190386.58333333334,107
LA,228624.70833333334,107
LA,255508.25,107
LA,281026.3333333333,107
LA,187926.0,107
LA,207634.08333333334,107
LA,306564.09523809527,107
LA,292027.0833333333,107
LA,264756.0833333333,107
LA,244661.83333333334,107
LA,288518.8333333333,107
LA,273604.6666666667,107
LA,257102.25,107
LA,320844.0,107
LA,289542.25,107
LA,377357.4166666667,107
LA,311283.5,107
LA,213475.58333333334,107
LA,286927.0833333333,107
LA,338240.6666666667,107
LA,302274.25,107
LA,241387.16666666666,107
LA,376066.1,107
MA,436045.3333333333,901
MA,975292.75,901
MA,535507.9166666666,901
MA,496015.6666666667,901
MA,1476872.25,901
MA,376082.2727272727,901
MA,750607.9166666666,901
MA,663188.9166666666,901
MA,937734.8333333334,901
MA,1083184.0,901
MA,1078144.1666666667,901
MA,1582754.9166666667,901
MD,549447.0,636
MD,493390.9166666667,636
MD,680793.1428571428,636
MD,272788.8333333333,636
MD,311366.25,636
MD,596766.0,636
MD,620565.8333333334,636
MD,226426.63636363635,636
MD,297828.3333333333,636
MD,429692.3333333333,636
MD,439111.3333333333,636
MD,320323.5833333333,636
MD,451418.4166666667,636
MD,449453.0833333333,636
MD,514339.8333333333,636
MD,472006.9166666667,636
MD,405834.25,636
MD,694022.2222222222,636
MD,666734.6363636364,636
MD,463496.5833333333,636
MD,411581.4166666667,636
MD,269124.75,636
ME,319464.8333333333,44
ME,186923.75,44
ME,264426.625,44
ME,434036.1666666667,44
ME,432639.4166666667,44
ME,831158.0,44
ME,264726.6666666667,44
ME,572549.25,44
ME,620247.5833333334,44
ME,853092.6666666666,44
ME,376037.5833333333,44
ME,553265.5,44
ME,689940.1666666666,44
ME,314567.1666666667,44
ME,648391.75,44
MI,405353.25,178
MI,230104.75,178
MI,205818.0,178
MI,238599.16666666666,178
MI,294906.8823529412,178
MI,388411.14285714284,178
MI,223300.0,178
MI,246494.1,178
MI,234710.5,178
MI,284473.0833333333,178
MI,425148.5,178
MI,256789.0909090909,178
MI,268198.38095238095,178
MI,291321.6666666667,178
MI,266251.8,178
MI,405411.45454545453,178
MI,341528.75,178
MI,307682.8,178
MI,338617.55,178
MI,260007.95833333334,178
MI,223474.0,178
MI,224362.625,178
MI,289845.9166666667,178
MI,237246.63636363635,178
MI,403933.63636363635,178
MI,365500.6666666667,178
MI,238646.1052631579,178
MI,390006.625,178
MI,367972.5833333333,178
MI,239406.75,178
MI,296838.3333333333,178
MI,214137.25,178
MI,256696.33333333334,178
MI,209126.5,178
MI,225183.16666666666,178
MI,296041.5,178
MI,259386.08333333334,178
MI,355087.0,178
MI,287158.2916666667,178
MI,232003.7,178
MI,338057.75,178
MI,224068.9,178
MI,268004.25,178
MI,395375.6666666667,178
MI,312812.0,178
MI,304833.4166666667,178
MI,233153.0,178
MI,253616.08333333334,178
MI,328515.1666666667,178
MI,226789.75,178
MI,209837.66666666666,178
MI,214562.0,178
MI,281868.5833333333,178
MI,438432.25,178
MI,280191.8333333333,178
MI,356853.5,178
MI,236291.36363636365,178
MI,279391.8333333333,178
MI,399108.6666666667,178
MI,308385.0833333333,178
MI,260248.25,178
MN,345172.75,71
MN,213160.96,71
MN,163408.69444444444,71
MN,103149.91666666667,71
MN,230056.66666666666,71
MN,207288.80555555556,71
MN,194142.83333333334,71
MN,208346.79166666666,71
MN,146844.83333333334,71
MN,115418.83333333333,71
MN,188504.2,71
MN,237966.5,71
MN,325166.7083333333,71
MN,176913.58333333334,71
MN,248400.29166666666,71
MN,156152.08333333334,71
MN,217602.14705882352,71
MN,205101.66666666666,71
MN,205631.83333333334,71
MN,399589.0,71
MN,315691.1666666667,71
MN,207138.45833333334,71
MN,253141.83333333334,71
MN,187406.66666666666,71
MN,323649.6666666667,71
MN,218076.25,71
MN,338467.4166666667,71
MN,310265.25,71
MN,170891.33333333334,71
MN,342421.3333333333,71
MN,339816.8333333333,71
MN,258817.375,71
MN,195260.91666666666,71
MN,245515.91666666666,71
MN,373061.375,71
MN,286073.5833333333,71
MN,356371.36363636365,71
MN,189205.91666666666,71
MN,377232.8333333333,71
MN,324474.5416666667,71
MN,312741.5,71
MN,292979.9166666667,71
MN,336163.75,71
MN,259171.08333333334,71
MN,253068.66666666666,71
MN,380706.54545454547,71
MN,319222.5833333333,71
MN,353389.0,71
MN,336177.3333333333,71
MN,388252.5833333333,71
MN,406522.0,71
MN,411498.3333333333,71
MN,380291.0833333333,71
MN,418294.5,71
MN,389993.6666666667,71
MN,369707.75,71
MO,172499.71698113208,89
MO,191952.25,89
MO,178504.3076923077,89
MO,220005.375,89
MO,133168.25,89
MO,183759.97619047618,89
MO,214796.57142857142,89
MO,272068.5,89
MO,213912.47368421053,89
MO,186723.0,89
MO,165637.33333333334,89
MO,183200.0701754386,89
MO,262643.6388888889,89
MO,215912.4375,89
MO,194356.875,89
MO,166961.66666666666,89
MO,159348.70833333334,89
MO,161921.41666666666,89
MO,231212.52777777778,89
MO,229280.58333333334,89
MO,296535.1,89
MO,229952.66666666666,89
MO,160700.625,89
MO,224293.25,89
MO,143379.91666666666,89
MO,368139.1,89
MO,158643.75,89
MO,224662.95833333334,89
MO,205856.08333333334,89
MO,227540.16666666666,89
MO,315919.375,89
MO,323381.36363636365,89
MO,329812.1111111111,89
MO,260899.70833333334,89
MO,274760.6666666667,89
MO,301422.6,89
MO,263138.0833333333,89
MO,188628.16666666666,89
MO,183053.125,89
MO,257592.16666666666,89
MO,196832.58333333334,89
MO,258263.41666666666,89
MO,213855.83333333334,89
MO,276492.6666666667,89
MO,271930.4166666667,89
MO,326904.75,89
MO,347064.3333333333,89
MO,154556.75,89
MO,294137.8333333333,89
MO,303988.22222222225,89
MO,199759.41666666666,89
MO,352813.22222222225,89
MO,247490.41666666666,89
MO,367985.25,89
MO,278837.5,89
MO,259037.41666666666,89
MO,166112.0,89
MO,361975.7,89
MO,276764.0833333333,89
MO,355981.5,89
MO,369111.1666666667,89
MO,348059.75,89
MO,270333.9166666667,89
MS,95300.0,63
MS,134880.58333333334,63
MS,110359.33333333333,63
MS,302649.22222222225,63
MS,156869.0,63
MS,132907.66666666666,63
MS,238971.2857142857,63
MS,207348.54166666666,63
MS,198859.53191489363,63
MS,128634.88235294117,63
MS,187026.41666666666,63
MS,175735.5652173913,63
MS,170134.25,63
MS,169045.75,63
MS,273779.6,63
MS,172389.25,63
MS,289129.25,63
MS,146646.08333333334,63
MS,225679.8125,63
MS,220464.83333333334,63
MS,212557.94444444444,63
MS,148188.33333333334,63
MS,149648.75,63
MS,291918.7,63
MS,249702.0,63
MS,220003.44444444444,63
MS,211759.29032258064,63
MS,332972.875,63
MS,249755.75,63
MS,273590.9166666667,63
MS,210319.41666666666,63
MS,211948.0,63
MS,167754.41666666666,63
MS,301176.5,63
MS,347434.0,63
MS,302478.75,63
MS,344942.55555555556,63
MS,226274.91666666666,63
MS,239523.0,63
MS,259783.5,63
MS,324137.0,63
MS,242586.16666666666,63
MS,221257.08333333334,63
MS,303172.0,63
MS,260730.91666666666,63
MS,215554.83333333334,63
MS,303850.6666666667,63
MS,293820.6666666667,63
MS,367852.5,63
MS,253010.66666666666,63
MS,332318.4166666667,63
MS,372342.0,63
MT,295168.9711538461,7
MT,284863.58267716534,7
MT,457763.54347826086,7
MT,399481.89361702127,7
MT,602506.7948717949,7
MT,600041.5333333333,7
MT,756561.8333333334,7
MT,419054.5,7
MT,767961.695652174,7
MT,576319.3333333334,7
MT,898719.0,7
MT,462890.25,7
MT,654707.5,7
NC,537609.0833333334,214
NC,279249.4166666667,214
NC,364885.6666666667,214
NC,199532.66666666666,214
NC,579893.7,214
NC,587556.5833333334,214
NC,212011.33333333334,214
NC,214580.58333333334,214
NC,349790.6666666667,214
NC,549938.3333333334,214
NC,496641.25,214
NC,188836.25,214
NC,361481.93333333335,214
NC,389133.6666666667,214
NC,364126.2272727273,214
NC,545723.4166666666,214
NC,360606.9166666667,214
NC,380438.7083333333,214
NC,266090.4166666667,214
NC,377906.375,214
NC,199837.16666666666,214
NC,420999.5833333333,214
NC,368054.6666666667,214
NC,401269.2916666667,214
NC,526406.1666666666,214
NC,179139.91666666666,214
NC,393708.25,214
NC,418632.8333333333,214
NC,255424.58333333334,214
NC,153095.18181818182,214
NC,421431.5909090909,214
NC,427366.1,214
NC,220416.33333333334,214
NC,373831.3846153846,214
NC,576796.3333333334,214
NC,411872.2916666667,214
NC,222978.25,214
NC,421053.125,214
NC,376541.75,214
NC,213957.58333333334,214
NC,379003.25,214
NC,385055.0,214
NC,415338.2083333333,214
NC,378623.4166666667,214
NC,393234.1388888889,214
NC,328358.3333333333,214
NC,406831.0833333333,214
NC,431331.25,214
NC,307302.75,214
NC,265085.0,214
NC,333799.25,214
NC,231496.0,214
NC,278638.4166666667,214
NC,310921.9166666667,214
NC,272415.1666666667,214
NC,360330.0833333333,214
NC,313698.8333333333,214
NC,380671.0,214
NC,339953.3333333333,214
NC,354743.0,214
NC,482218.75,214
NC,295956.9166666667,214
NC,617356.0,214
NC,600570.6666666666,214
NC,629698.6666666666,214
NC,582358.9166666666,214
NC,428986.1666666667,214
NC,379703.8333333333,214
NC,244692.33333333334,214
NC,387339.0,214
NC,330444.6666666667,214
NC,376761.0833333333,214
NC,397809.3333333333,214
NC,516432.75,214
NC,606302.75,214
NC,616376.1666666666,214
ND,129500.0,11
ND,113030.3373493976,11
ND,160683.3986013986,11
ND,132099.72727272726,11
ND,223206.76744186046,11
ND,224331.4705882353,11
ND,173897.91666666666,11
ND,265158.2727272727,11
ND,179409.04347826086,11
ND,205647.13888888888,11
ND,218238.83333333334,11
ND,148905.66666666666,11
ND,308099.0,11
ND,316817.0,11
ND,255616.5,11
ND,250956.5,11
ND,295589.625,11
NE,126410.11538461539,25
NE,172442.12727272726,25
NE,184918.64285714287,25
NE,164722.8064516129,25
NE,215855.93617021278,25
NE,176391.4423076923,25
NE,159967.83333333334,25
NE,191319.16483516485,25
NE,170678.75,25
NE,140056.08333333334,25
NE,141227.41666666666,25
NE,173282.15217391305,25
NE,174561.75,25
NE,194426.0294117647,25
NE,152040.02127659574,25
NE,250337.45833333334,25
NE,182637.33333333334,25
NE,214997.88888888888,25
NE,215475.33333333334,25
NE,197295.75,25
NE,196024.125,25
NE,183779.16666666666,25
NE,235254.5,25
NE,313584.6666666667,25
NE,278173.75,25
NE,278633.75,25
NE,332797.0,25
NE,234397.5,25
NE,275396.3333333333,25
NE,281069.3333333333,25
NE,282249.1666666667,25
NE,324341.9090909091,25
NE,368674.0,25
NE,368315.6,25
NH,266086.8181818182,153
NH,506711.86666666664,153
NH,473602.0833333333,153
NH,437579.1666666667,153
NH,644362.4545454546,153
NH,504178.0833333333,153
NH,592943.8333333334,153
NH,701264.4,153
NH,504610.8333333333,153
NJ,247324.66666666666,1263
NJ,442925.1666666667,1263
NJ,851289.25,1263
NJ,429984.9166666667,1263
NJ,262535.5833333333,1263
NJ,1083910.1666666667,1263
NJ,455809.9166666667,1263
NJ,459525.3333333333,1263
NJ,323608.6666666667,1263
NJ,636592.25,1263
NJ,782069.6666666666,1263
NJ,867867.0833333334,1263
NJ,978297.0833333334,1263
NJ,604683.4166666666,1263
NJ,309358.0,1263
NJ,483816.3333333333,1263
NJ,471895.8333333333,1263
NJ,998799.6666666666,1263
NJ,565131.4166666666,1263
NJ,608752.0833333334,1263
NJ,684092.6666666666,1263
NM,304385.77777777775,17
NM,281434.5,17
NM,292370.4166666667,17
NM,265192.3333333333,17
NM,304997.5833333333,17
NM,292778.2083333333,17
NM,356266.5,17
NM,204105.0,17
NM,294889.0833333333,17
NM,215455.45454545456,17
NM,282039.9166666667,17
